"Index","Record","Symbol","Description","Location","Mean","Max.LRS..","Max.LRS.Location","Additive.Effect..","Sample.r","X.nbsp..nbsp.N","Sample.p.r.","Lit.r","Tissue.r","ENTREZID","loc","bp","corsign"
5833,"ILMN_1709815","PURG","purine-rich element binding protein G (PURG), transcript variant B, mRNA.","Chr8: 30.973257",8.104,"N/A","N/A","N/A",-0.238,146,0.00384,"0.25800000000000001","-0.45300000000000001","29942","8",30.973257,-1
5834,"ILMN_1803094","PDGFD","platelet derived growth factor D (PDGFD), transcript variant 2, mRNA.","Chr11: 103.283532",6.731,"N/A","N/A","N/A",-0.238,146,0.003841,"0.39700000000000002","0.36299999999999799","80310","11",103.283532,-1
5835,"ILMN_1658995","ACOT9","acyl-CoA thioesterase 9 (ACOT9), transcript variant 2, mRNA.","ChrX: 23.649941",7.402,"N/A","N/A","N/A",0.238,146,0.003842,"0.32","0.33300000000000002","23597","X",23.649941,1
5836,"ILMN_1679694","MMP27","matrix metallopeptidase 27 (MMP27), mRNA.","Chr11: 102.068950",6.804,"N/A","N/A","N/A",-0.238,146,0.003848,"--","0.14699999999999799","64066","11",102.06895,-1
5837,"ILMN_1672767","AGBL3","ATP/GTP binding protein-like 3 (AGBL3), mRNA.","Chr7: 134.451003",6.726,"N/A","N/A","N/A",-0.238,146,0.003849,"--","-0.50800000000000001","340351","7",134.451003,-1
5838,"ILMN_1684081","NETO1","neuropilin (NRP) and tolloid (TLL)-like 1 (NETO1), transcript variant 3, mRNA.","Chr18: 68.685563",6.876,"N/A","N/A","N/A",-0.238,146,0.003854,"0.33100000000000002","-0.249","81832","18",68.685563,-1
5839,"ILMN_1770015","KRT33B","keratin 33B (KRT33B), mRNA.","Chr17: 36.773398",6.76,"N/A","N/A","N/A",-0.238,146,0.003855,"0.28100000000000003","-0.04","3884","17",36.773398,-1
5840,"ILMN_1651643","ASB11","ankyrin repeat and SOCS box-containing 11 (ASB11), transcript variant 2, mRNA.","ChrX: 15.242436",6.789,"N/A","N/A","N/A",-0.238,146,0.003855,"--","0.14199999999999799","140456","X",15.242436,-1
5841,"ILMN_1670439","FYTTD1","forty-two-three domain containing 1 (FYTTD1), transcript variant 2, mRNA.","Chr3: 198.995420",9.615,"N/A","N/A","N/A",-0.238,146,0.003857,"--","-0.40100000000000002","84248","3",198.99542,-1
5842,"ILMN_1768952","FCAR","Fc fragment of IgA, receptor for (FCAR), transcript variant 10, mRNA.","Chr19: 60.077440",6.805,"N/A","N/A","N/A",-0.238,146,0.003859,"--","--","2204","19",60.07744,-1
5843,"ILMN_1739138","OR1N1","olfactory receptor, family 1, subfamily N, member 1 (OR1N1), mRNA.","Chr9: 124.328597",6.748,"N/A","N/A","N/A",-0.238,146,0.003864,"--","--","138883","9",124.328597,-1
5844,"ILMN_1734276","TMEPAI","transmembrane, prostate androgen induced RNA (TMEPAI), transcript variant 4, mRNA.","Chr20: 55.657046",8.033,"N/A","N/A","N/A",0.238,146,0.003866,"0.28899999999999798","0.193","56937","20",55.657046,1
5845,"ILMN_1765122","MAP3K2","mitogen-activated protein kinase kinase kinase 2 (MAP3K2), mRNA.","Chr2: 127.780308",7.953,"N/A","N/A","N/A",-0.238,146,0.003866,"0.33700000000000002","-0.218","10746","2",127.780308,-1
5846,"ILMN_1805799","CFHR3","complement factor H-related 3 (CFHR3), mRNA.","Chr1: 195.029674",6.684,"N/A","N/A","N/A",-0.238,146,0.003869,"--","--","10878","1",195.029674,-1
5847,"ILMN_1812134","C11orf30","chromosome 11 open reading frame 30 (C11orf30), mRNA.","Chr11: 75.939915",7.113,"N/A","N/A","N/A",-0.238,146,0.00387,"0.191","--","56946","11",75.939915,-1
5848,"ILMN_1694731","CLCN7","chloride channel 7 (CLCN7), mRNA.","Chr16: 1.435358",12.967,"N/A","N/A","N/A",-0.238,146,0.003873,"0.34899999999999798","0.56200000000000006","1186","16",1.435358,-1
5849,"ILMN_1765746","SFT2D3","SFT2 domain containing 3 (SFT2D3), mRNA.","Chr2: 128.177528",6.999,"N/A","N/A","N/A",0.238,146,0.003874,"--","-1.7999999999999901E-2","84826","2",128.177528,1
5850,"ILMN_1701881","ZNF365","zinc finger protein 365 (ZNF365), transcript variant B, mRNA.","Chr10: 63.909871",6.712,"N/A","N/A","N/A",-0.238,146,0.003874,"--","--","22891","10",63.909871,-1
5851,"ILMN_1725471","GK","glycerol kinase (GK), transcript variant 2, mRNA.","ChrX: 30.648944",6.967,"N/A","N/A","N/A",0.238,146,0.00388,"0.51800000000000002","--","2710","X",30.648944,1
5852,"ILMN_1666972","SLC5A2","solute carrier family 5 (sodium/glucose cotransporter), member 2 (SLC5A2), mRNA.","Chr16: 31.408081",6.798,"N/A","N/A","N/A",-0.238,146,0.003883,"--","0.33","6524","16",31.408081,-1
5853,"ILMN_1777060","CTH","cystathionase (cystathionine gamma-lyase) (CTH), transcript variant 1, mRNA.","Chr1: 70.662568",6.817,"N/A","N/A","N/A",0.238,146,0.003891,"0.46600000000000003","0.65","1491","1",70.662568,1
5854,"ILMN_1742379","IFT122","intraflagellar transport 122 homolog (Chlamydomonas) (IFT122), transcript variant 3, mRNA.","Chr3: 130.721822",9.014,"N/A","N/A","N/A",-0.237,146,0.003898,"0.29199999999999798","-0.33700000000000002","55764","3",130.721822,-1
5855,"ILMN_1774860","C8orf53","chromosome 8 open reading frame 53 (C8orf53), mRNA.","Chr8: 117.848179",7.79,"N/A","N/A","N/A",0.237,146,0.003899,"--","--","84294","8",117.848179,1
5856,"ILMN_1676955","TYK2","tyrosine kinase 2 (TYK2), mRNA.","Chr19: 10.322236",11.356,"N/A","N/A","N/A",-0.237,146,0.0039,"--","9.7000000000000003E-2","7297","19",10.322236,-1
5857,"ILMN_1707652","KRTAP1-5","keratin associated protein 1-5 (KRTAP1-5), mRNA.","Chr17: 36.436930",6.804,"N/A","N/A","N/A",-0.237,146,0.0039,"--","--","83895","17",36.43693,-1
5858,"ILMN_1711748","PLTP","phospholipid transfer protein (PLTP), transcript variant 1, mRNA.","Chr20: 43.971580",7.083,"N/A","N/A","N/A",0.237,146,0.003902,"0.436","0.127","5360","20",43.97158,1
5859,"ILMN_1808905","AKAP3","A kinase (PRKA) anchor protein 3 (AKAP3), mRNA.","Chr12: 4.595204",6.883,"N/A","N/A","N/A",-0.237,146,0.003903,"0.23200000000000001","-0.56499999999999795","10566","12",4.595204,-1
5860,"ILMN_1691861","FASTK","Fas-activated serine/threonine kinase (FASTK), transcript variant 1, mRNA.","Chr7: 150.407529",7.366,"N/A","N/A","N/A",0.237,146,0.00391,"0.32100000000000001","0.112","10922","7",150.407529,1
5861,"ILMN_1810093","TSPAN2","tetraspanin 2 (TSPAN2), mRNA.","Chr1: 115.392762",6.763,"N/A","N/A","N/A",-0.237,146,0.003912,"--","-9.7000000000000003E-2","10100","1",115.392762,-1
5862,"ILMN_1651415","DERL3","Der1-like domain family, member 3 (DERL3), transcript variant 1, mRNA.","Chr22: 22.506881",7.013,"N/A","N/A","N/A",-0.237,146,0.003912,"0.35399999999999798","-0.221","91319","22",22.506881,-1
5863,"ILMN_1655637","UPK1A","uroplakin 1A (UPK1A), mRNA.","Chr19: 40.861129",6.933,"N/A","N/A","N/A",-0.237,146,0.003915,"--","5.3999999999999902E-2","11045","19",40.861129,-1
5864,"ILMN_1723051","TEKT2","tektin 2 (testicular) (TEKT2), mRNA.","Chr1: 36.326371",6.824,"N/A","N/A","N/A",-0.237,146,0.003917,"--","--","27285","1",36.326371,-1
5865,"ILMN_1796775","RLN1","relaxin 1 (RLN1), mRNA.","Chr9: 5.325277",6.794,"N/A","N/A","N/A",-0.237,146,0.003917,"--","-8.3000000000000004E-2","6013","9",5.325277,-1
5866,"ILMN_1694472","GCK","glucokinase (hexokinase 4, maturity onset diabetes of the young 2) (GCK), transcript variant 2, mRNA.","Chr7: 44.150482",6.915,"N/A","N/A","N/A",-0.237,146,0.003917,"0.47799999999999798","0.39200000000000002","2645","7",44.150482,-1
5867,"ILMN_1693519","PRKG1","protein kinase, cGMP-dependent, type I (PRKG1), mRNA.","Chr10: 53.724567",6.969,"N/A","N/A","N/A",-0.237,146,0.003919,"0.38200000000000001","-0.13600000000000001","5592","10",53.724567,-1
5868,"ILMN_1704746","SEZ6L2","seizure related 6 homolog (mouse)-like 2 (SEZ6L2), transcript variant 2, mRNA.","Chr16: 29.818024",8.485,"N/A","N/A","N/A",-0.237,146,0.003926,"0.44800000000000001","-0.17299999999999799","26470","16",29.818024,-1
5869,"ILMN_1718001","PHKB","phosphorylase kinase, beta (PHKB), transcript variant 1, mRNA.","Chr16: 46.291238",6.789,"N/A","N/A","N/A",-0.237,146,0.00393,"0.246","0.16200000000000001","5257","16",46.291238,-1
5870,"ILMN_1684873","ARSD","arylsulfatase D (ARSD), transcript variant 1, mRNA.","ChrX: 2.832230",7.825,"N/A","N/A","N/A",0.237,146,0.003935,"--","--","414","X",2.83223,1
5871,"ILMN_1669370","RFX4","regulatory factor X, 4 (influences HLA class II expression) (RFX4), transcript variant 1, mRNA.","Chr12: 105.602715",6.796,"N/A","N/A","N/A",-0.237,146,0.003936,"0.44800000000000001","-0.34499999999999797","5992","12",105.602715,-1
5872,"ILMN_1740240","PC","pyruvate carboxylase (PC), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.","ChrUn: 1.000000",6.933,"N/A","N/A","N/A",-0.237,146,0.003939,"0.38300000000000001","--","5091","Un",1,-1
5873,"ILMN_1755555","BLR1","Burkitt lymphoma receptor 1, GTP binding protein (chemokine (C-X-C motif) receptor 5) (BLR1), transcript variant 1, mRNA.","Chr11: 118.271997",6.863,"N/A","N/A","N/A",-0.237,146,0.003941,"0.34899999999999798","-7.6999999999999902E-2","643","11",118.271997,-1
5874,"ILMN_1655608","KLHL18","kelch-like 18 (Drosophila) (KLHL18), mRNA.","Chr3: 47.363002",7.848,"N/A","N/A","N/A",-0.237,146,0.003943,"--","-0.2","23276","3",47.363002,-1
5875,"ILMN_1743378","CHEK2","CHK2 checkpoint homolog (S. pombe) (CHEK2), transcript variant 2, mRNA.","Chr22: 27.425868",6.956,"N/A","N/A","N/A",-0.237,146,0.003945,"0.34300000000000003","-3.7999999999999902E-2","11200","22",27.425868,-1
5876,"ILMN_1739925","SLC28A1","solute carrier family 28 (sodium-coupled nucleoside transporter), member 1 (SLC28A1), transcript variant 2, mRNA.","Chr15: 83.240099",7.084,"N/A","N/A","N/A",-0.237,146,0.003951,"--","7.2999999999999801E-2","9154","15",83.240099,-1
5877,"ILMN_1773849","ATP6V0C","ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c (ATP6V0C), mRNA.","Chr16: 2.509727",10.646,"N/A","N/A","N/A",0.237,146,0.003953,"0.41","0.25","527","16",2.509727,1
5878,"ILMN_1773238","XCR1","chemokine (C motif) receptor 1 (XCR1), transcript variant 1, mRNA.","Chr3: 46.038659",6.839,"N/A","N/A","N/A",-0.237,146,0.003954,"--","-2.4E-2","2829","3",46.038659,-1
5879,"ILMN_1760741","NDUFA9","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9, 39kDa (NDUFA9), mRNA.","Chr12: 4.666412",10.426,"N/A","N/A","N/A",0.237,146,0.003956,"0.39900000000000002","0.35399999999999798","4704","12",4.666412,1
5880,"ILMN_1804213","LOC284912","hypothetical gene supported by BC001801 (LOC284912), mRNA.","Chr22: 34.353248",6.794,"N/A","N/A","N/A",-0.237,146,0.003956,"--","--","284912","22",34.353248,-1
5881,"ILMN_1672415","FBXO3","F-box protein 3 (FBXO3), transcript variant 2, mRNA.","Chr11: 33.725073",6.957,"N/A","N/A","N/A",-0.237,146,0.003957,"0.29299999999999798","-2.1000000000000001E-2","26273","11",33.725073,-1
5882,"ILMN_1800844","ARPC5L","actin related protein 2/3 complex, subunit 5-like (ARPC5L), mRNA.","Chr9: 126.679326",11.524,"N/A","N/A","N/A",-0.237,146,0.003959,"--","0.03","81873","9",126.679326,-1
5883,"ILMN_1758846","ANKRD40","ankyrin repeat domain 40 (ANKRD40), mRNA.","Chr17: 46.127867",8.361,"N/A","N/A","N/A",0.237,146,0.003963,"--","5.19999999999999E-2","91369","17",46.127867,1
5884,"ILMN_1785804","ERVWE1","endogenous retroviral family W, env(C7), member 1 (syncytin) (ERVWE1), mRNA.","Chr7: 91.936090",7.007,"N/A","N/A","N/A",-0.237,146,0.003963,"--","--","30816","7",91.93609,-1
5885,"ILMN_1663502","WHSC1","Wolf-Hirschhorn syndrome candidate 1 (WHSC1), transcript variant 7, mRNA.","ChrUn: 1.000000",7.01,"N/A","N/A","N/A",-0.237,146,0.003981,"0.313","-0.40899999999999798","7468","Un",1,-1
5886,"ILMN_1714515","MRPS12","mitochondrial ribosomal protein S12 (MRPS12), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.","Chr19: 44.115277",8.019,"N/A","N/A","N/A",0.237,146,0.003981,"0.32500000000000001","0.67","6183","19",44.115277,1
5887,"ILMN_1708477","LOC400707","hypothetical gene supported by AK124070 (LOC400707), mRNA.","Chr19: 51.691445",6.76,"N/A","N/A","N/A",-0.237,146,0.003982,"--","--","400707","19",51.691445,-1
5888,"ILMN_1798533","ZNF22","zinc finger protein 22 (KOX 15) (ZNF22), mRNA.","Chr10: 44.820315",9.399,"N/A","N/A","N/A",0.237,146,0.003983,"--","--","7570","10",44.820315,1
5889,"ILMN_1687661","MAP2K3","mitogen-activated protein kinase kinase 3 (MAP2K3), transcript variant C, mRNA.","Chr17: 21.142195",6.741,"N/A","N/A","N/A",-0.237,146,0.003986,"0.442","0.17299999999999799","5606","17",21.142195,-1
5890,"ILMN_1761130","WFDC10A","WAP four-disulfide core domain 10A (WFDC10A), mRNA.","Chr20: 43.691819",6.717,"N/A","N/A","N/A",-0.237,146,0.003986,"--","--","140832","20",43.691819,-1
5891,"ILMN_1722119","RCCD1","RCC1 domain containing 1 (RCCD1), transcript variant 1, mRNA.","Chr15: 89.307233",8.969,"N/A","N/A","N/A",-0.237,146,0.003987,"--","-0.23899999999999799","91433","15",89.307233,-1
5892,"ILMN_1717524","LIPT1","lipoyltransferase 1 (LIPT1), transcript variant 4, mRNA.","Chr2: 99.145252",7.41,"N/A","N/A","N/A",0.237,146,0.003987,"--","0.17","51601","2",99.145252,1
5893,"ILMN_1659770","KCNJ15","potassium inwardly-rectifying channel, subfamily J, member 15 (KCNJ15), transcript variant 1, mRNA.","Chr21: 38.550774",6.782,"N/A","N/A","N/A",-0.237,146,0.003988,"0.28199999999999797","0.28499999999999798","3772","21",38.550774,-1
5894,"ILMN_1707371","CCDC48","coiled-coil domain containing 48 (CCDC48), mRNA.","Chr3: 130.242002",6.934,"N/A","N/A","N/A",-0.237,146,0.003988,"--","--","79825","3",130.242002,-1
5895,"ILMN_1737011","GOLPH2","golgi phosphoprotein 2 (GOLPH2), transcript variant 2, mRNA.","Chr9: 87.904772",6.749,"N/A","N/A","N/A",-0.237,146,0.003989,"0.44900000000000001","-6.4000000000000001E-2","51280","9",87.904772,-1
5896,"ILMN_1665319","NRTN","neurturin (NRTN), mRNA.","Chr19: 5.779098",6.702,"N/A","N/A","N/A",-0.237,146,0.003992,"0.40200000000000002","-5.2999999999999901E-2","4902","19",5.779098,-1
5897,"ILMN_1691662","HAVCR1","hepatitis A virus cellular receptor 1 (HAVCR1), mRNA.","Chr5: 156.389286",6.677,"N/A","N/A","N/A",-0.237,146,0.003995,"0.39400000000000002","-0.29799999999999799","26762","5",156.389286,-1
5898,"ILMN_1701482","POFUT2","protein O-fucosyltransferase 2 (POFUT2), transcript variant 1, mRNA.","ChrUn: 1.000000",6.799,"N/A","N/A","N/A",-0.237,146,0.003995,"0.13200000000000001","2.8000000000000001E-2","23275","Un",1,-1
5899,"ILMN_1735608","C19orf47","chromosome 19 open reading frame 47 (C19orf47), mRNA.","Chr19: 45.519080",6.891,"N/A","N/A","N/A",-0.237,146,0.003995,"--","--","126526","19",45.51908,-1
5900,"ILMN_1662263","MDP-1","magnesium-dependent phosphatase 1 (MDP-1), mRNA.","Chr14: 23.753607",8.526,"N/A","N/A","N/A",0.237,146,0.004,"0.35799999999999799","--","145553","14",23.753607,1
5901,"ILMN_1674069","TOMM7","translocase of outer mitochondrial membrane 7 homolog (yeast) (TOMM7), mRNA.","Chr7: 22.819227",18.058,"N/A","N/A","N/A",-0.237,146,0.004001,"--","0.313","54543","7",22.819227,-1
5902,"ILMN_1711346","EGFLAM","EGF-like, fibronectin type III and laminin G domains (EGFLAM), transcript variant 1, mRNA.","Chr5: 38.388117",6.766,"N/A","N/A","N/A",-0.237,146,0.004001,"0.255","-0.04","133584","5",38.388117,-1
5903,"ILMN_1750850","KLK14","kallikrein-related peptidase 14 (KLK14), mRNA.","Chr19: 56.273966",6.892,"N/A","N/A","N/A",-0.237,146,0.004001,"0.313","-6.0999999999999902E-2","43847","19",56.273966,-1
5904,"ILMN_1754303","RPL30","ribosomal protein L30 (RPL30), mRNA.","Chr8: 99.126752",17.206,"N/A","N/A","N/A",0.237,146,0.004003,"0.29399999999999799","-0.15","6156","8",99.126752,1
5905,"ILMN_1741253","EDD1","E3 ubiquitin protein ligase, HECT domain containing, 1 (EDD1), mRNA.","Chr8: 103.335455",8.348,"N/A","N/A","N/A",-0.237,146,0.004004,"--","--","51366","8",103.335455,-1
5906,"ILMN_1713978","SDF2","stromal cell-derived factor 2 (SDF2), mRNA.","Chr17: 23.999933",9.706,"N/A","N/A","N/A",0.237,146,0.004004,"0.182","0.38400000000000001","6388","17",23.999933,1
5907,"ILMN_1741155","ZNF41","zinc finger protein 41 (ZNF41), transcript variant 1, mRNA.","ChrX: 47.226830",6.881,"N/A","N/A","N/A",-0.237,146,0.004008,"--","--","7592","X",47.22683,-1
5908,"ILMN_1771921","HSCB","HscB iron-sulfur cluster co-chaperone homolog (E. coli) (HSCB), mRNA.","Chr22: 27.470632",7.37,"N/A","N/A","N/A",0.237,146,0.004011,"--","9.1999999999999901E-2","150274","22",27.470632,1
5909,"ILMN_1732850","COL21A1","collagen, type XXI, alpha 1 (COL21A1), mRNA.","Chr6: 56.029843",7.311,"N/A","N/A","N/A",-0.237,146,0.004017,"--","--","81578","6",56.029843,-1
5910,"ILMN_1675150","HKR1","GLI-Kruppel family member HKR1 (HKR1), mRNA.","Chr19: 42.547078",7.556,"N/A","N/A","N/A",-0.237,146,0.004018,"--","--","284459","19",42.547078,-1
5911,"ILMN_1705117","SEC13","SEC13 homolog (S. cerevisiae) (SEC13), mRNA.","Chr3: 10.317931",8.763,"N/A","N/A","N/A",0.237,146,0.004019,"--","0.19800000000000001","6396","3",10.317931,1
5912,"ILMN_1745976","TRAF4","TNF receptor-associated factor 4 (TRAF4), mRNA.","ChrUn: 1.000000",6.903,"N/A","N/A","N/A",-0.237,146,0.004021,"--","0.32600000000000001","9618","Un",1,-1
5913,"ILMN_1766859","MSL2L1","male-specific lethal 2-like 1 (Drosophila) (MSL2L1), mRNA.","Chr3: 137.351055",7.007,"N/A","N/A","N/A",-0.237,146,0.004025,"0.23400000000000001","5.5E-2","55167","3",137.351055,-1
5914,"ILMN_1663185","PLEKHA8","pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8 (PLEKHA8), mRNA.","Chr7: 30.096433",6.866,"N/A","N/A","N/A",-0.237,146,0.004025,"0.24199999999999799","0.23300000000000001","84725","7",30.096433,-1
5915,"ILMN_1780827","EPS8L2","EPS8-like 2 (EPS8L2), mRNA. XM_943956 XM_943960 XM_943963 XM_943966","Chr11: 0.696244",6.727,"N/A","N/A","N/A",-0.237,146,0.004025,"0.151","0.22","64787","11",0.696244,-1
5916,"ILMN_1765165","VPS13B","vacuolar protein sorting 13B (yeast) (VPS13B), transcript variant 2, mRNA.","Chr8: 100.095258",7.017,"N/A","N/A","N/A",-0.237,146,0.004028,"--","--","157680","8",100.095258,-1
5917,"ILMN_1790309","PINX1","PIN2-interacting protein 1 (PINX1), mRNA.","Chr8: 10.660696",7.406,"N/A","N/A","N/A",-0.237,146,0.004028,"0.24","-0.41699999999999798","54984","8",10.660696,-1
5918,"ILMN_1697642","BCAP29","B-cell receptor-associated protein 29 (BCAP29), transcript variant 3, mRNA.","Chr7: 107.021675",8.397,"N/A","N/A","N/A",0.237,146,0.004034,"0.216","-0.44","55973","7",107.021675,1
5919,"ILMN_1725802","RASGRF1","Ras protein-specific guanine nucleotide-releasing factor 1 (RASGRF1), transcript variant 1, mRNA.","Chr15: 77.085813",6.783,"N/A","N/A","N/A",-0.237,146,0.004035,"--","-0.26100000000000001","5923","15",77.085813,-1
5920,"ILMN_1722788","C1orf49","chromosome 1 open reading frame 49 (C1orf49), mRNA.","Chr1: 176.758158",6.764,"N/A","N/A","N/A",-0.237,146,0.004041,"--","--","84066","1",176.758158,-1
5921,"ILMN_1801118","C16orf33","chromosome 16 open reading frame 33 (C16orf33), mRNA.","Chr16: 0.047174",11.917,"N/A","N/A","N/A",0.237,146,0.004041,"--","--","79622","16",0.047174,1
5922,"ILMN_1807808","MACF1","microtubule-actin crosslinking factor 1 (MACF1), transcript variant 1, mRNA.","Chr1: 39.725080",14.962,"N/A","N/A","N/A",-0.237,146,0.004042,"0.35299999999999798","-4.1000000000000002E-2","23499","1",39.72508,-1
5923,"ILMN_1809818","PRCC","papillary renal cell carcinoma (translocation-associated) (PRCC), transcript variant 1, mRNA.","Chr1: 155.028114",7.548,"N/A","N/A","N/A",0.237,146,0.004045,"0.309","-0.115","5546","1",155.028114,1
5924,"ILMN_1753658","C6orf118","chromosome 6 open reading frame 118 (C6orf118), mRNA.","Chr6: 165.613504",6.709,"N/A","N/A","N/A",-0.237,146,0.004045,"--","--","168090","6",165.613504,-1
5925,"ILMN_1668446","ABCA9","ATP-binding cassette, sub-family A (ABC1), member 9 (ABCA9), mRNA.","Chr17: 64.483214",6.975,"N/A","N/A","N/A",-0.237,146,0.004045,"--","0.28799999999999798","10350","17",64.483214,-1
5926,"ILMN_1744220","KLF17","Kruppel-like factor 17 (KLF17), mRNA.","ChrUn: 1.000000",6.828,"N/A","N/A","N/A",-0.237,146,0.004052,"0.216","-0.54700000000000004","128209","Un",1,-1
5927,"ILMN_1732039","DDX3Y","DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked (DDX3Y), mRNA.","ChrY: 13.541574",6.835,"N/A","N/A","N/A",-0.237,146,0.004053,"--","0.437","8653","Y",13.541574,-1
5928,"ILMN_1758784","ATP2C1","ATPase, Ca++ transporting, type 2C, member 1 (ATP2C1), transcript variant 2, mRNA.","Chr3: 132.199280",7.565,"N/A","N/A","N/A",0.236,146,0.004054,"0.36099999999999799","-0.33200000000000002","27032","3",132.19928,1
5929,"ILMN_1791403","MTIF2","mitochondrial translational initiation factor 2 (MTIF2), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.","Chr2: 55.349475",6.783,"N/A","N/A","N/A",-0.236,146,0.004061,"0.23799999999999799","3.2000000000000001E-2","4528","2",55.349475,-1
5930,"ILMN_1678805","POMT2","protein-O-mannosyltransferase 2 (POMT2), mRNA.","Chr14: 76.811245",9.635,"N/A","N/A","N/A",-0.236,146,0.004062,"0.31900000000000001","-0.154","29954","14",76.811245,-1
5931,"ILMN_1788166","TTK","TTK protein kinase (TTK), mRNA.","Chr6: 80.807086",6.697,"N/A","N/A","N/A",-0.236,146,0.004066,"--","-0.53100000000000003","7272","6",80.807086,-1
5932,"ILMN_1713561","C20orf103","chromosome 20 open reading frame 103 (C20orf103), mRNA.","Chr20: 9.458993",8.652,"N/A","N/A","N/A",0.236,146,0.004066,"--","--","24141","20",9.458993,1
5933,"ILMN_1730625","AHSG","alpha-2-HS-glycoprotein (AHSG), mRNA.","Chr3: 187.821573",6.773,"N/A","N/A","N/A",-0.236,146,0.004067,"0.52600000000000002","0.64100000000000001","197","3",187.821573,-1
