"Index","Record","Symbol","Description","Location","Mean","Max LRS ?","Max LRS Location","Additive Effect ?","Sample r","&nbsp;&nbsp;N","Sample p(r)","Lit r","Tissue r"
"6569","ILMN_1755022","FLJ43692","ARHGEF5-like (FLJ43692), mRNA.","Chr7: 143.514962","6.938","N/A","N/A","N/A","-0.265","145","1.281e-03","--","--"
"6570","ILMN_1770938","PAK7","p21(CDKN1A)-activated kinase 7 (PAK7), transcript variant 2, mRNA.","Chr20: 9.466849","7.348","N/A","N/A","N/A","-0.265","145","1.281e-03","0.650","-0.204"
"6571","ILMN_1684031","MYO1A","myosin IA (MYO1A), mRNA.","Chr12: 55.708687","7.335","N/A","N/A","N/A","0.265","145","1.282e-03","0.353","-0.053"
"6572","ILMN_1791988","UBE2U","ubiquitin-conjugating enzyme E2U (putative) (UBE2U), mRNA.","Chr1: 64.482418","6.969","N/A","N/A","N/A","-0.265","145","1.283e-03","--","-0.256"
"6573","ILMN_1721325","CERK","ceramide kinase (CERK), transcript variant 1, mRNA.","Chr22: 45.473909","7.009","N/A","N/A","N/A","-0.265","145","1.284e-03","0.464","-0.449"
"6574","ILMN_1767649","PCDHGC5","protocadherin gamma subfamily C, 5 (PCDHGC5), transcript variant 1, mRNA.","Chr5: 140.851345","6.876","N/A","N/A","N/A","-0.265","145","1.284e-03","0.343","-0.052"
"6575","ILMN_1737503","MATN4","matrilin 4 (MATN4), transcript variant 1, mRNA.","Chr20: 43.363410","6.898","N/A","N/A","N/A","-0.265","145","1.284e-03","0.288","-0.043"
"6576","ILMN_1707137","LOC400566","hypothetical gene supported by AK128660 (LOC400566), mRNA.","ChrUn: 1.000000","9.159","N/A","N/A","N/A","-0.265","145","1.284e-03","--","--"
"6577","ILMN_1770245","EPB41L5","erythrocyte membrane protein band 4.1 like 5 (EPB41L5), mRNA.","Chr2: 120.652535","8.365","N/A","N/A","N/A","0.265","145","1.285e-03","0.218","--"
"6578","ILMN_1651492","WNT2B","wingless-type MMTV integration site family, member 2B (WNT2B), transcript variant WNT-2B2, mRNA.","Chr1: 112.853393","6.964","N/A","N/A","N/A","-0.265","145","1.285e-03","--","0.156"
"6579","ILMN_1782448","IFNA4","interferon, alpha 4 (IFNA4), mRNA.","Chr9: 21.177583","6.962","N/A","N/A","N/A","-0.265","145","1.288e-03","--","0.269"
"6580","ILMN_1804248","FDPS","farnesyl diphosphate synthase (farnesyl pyrophosphate synthetase, dimethylallyltranstransferase, geranyltranstransferase) (FDPS), mRNA.","Chr1: 153.557029","8.070","N/A","N/A","N/A","-0.265","145","1.288e-03","0.390","0.220"
"6581","ILMN_1805149","PRX","periaxin (PRX), transcript variant 1, mRNA.","ChrUn: 1.000000","6.952","N/A","N/A","N/A","-0.265","145","1.289e-03","0.339","0.075"
"6582","ILMN_1782273","N4BP2","Nedd4 binding protein 2 (N4BP2), mRNA.","Chr4: 39.832625","7.236","N/A","N/A","N/A","-0.265","145","1.290e-03","0.274","-0.349"
"6583","ILMN_1781774","MGC50273","MGC50273 protein (MGC50273), mRNA.","Chr2: 132.274992","6.824","N/A","N/A","N/A","-0.265","145","1.290e-03","--","--"
"6584","ILMN_1655497","EIF4B","eukaryotic translation initiation factor 4B (EIF4B), mRNA.","Chr12: 51.721753","14.150","N/A","N/A","N/A","0.265","145","1.290e-03","0.225","-0.001"
"6585","ILMN_1693555","ZC3H14","zinc finger CCCH-type containing 14 (ZC3H14), transcript variant 3, mRNA.","Chr14: 88.099446","6.908","N/A","N/A","N/A","-0.265","145","1.292e-03","--","-0.576"
"6586","ILMN_1666376","TRIM56","tripartite motif-containing 56 (TRIM56), mRNA.","Chr7: 100.520197","7.617","N/A","N/A","N/A","0.265","145","1.294e-03","--","0.246"
"6587","ILMN_1685240","PTRH1","peptidyl-tRNA hydrolase 1 homolog (S. cerevisiae) (PTRH1), mRNA.","Chr9: 129.516219","7.964","N/A","N/A","N/A","0.265","145","1.295e-03","--","-0.282"
"6588","ILMN_1762233","EFCAB5","EF-hand calcium binding domain 5 (EFCAB5), transcript variant 2, mRNA.","Chr17: 25.404959","6.981","N/A","N/A","N/A","-0.265","145","1.295e-03","--","-0.559"
"6589","ILMN_1767103","C11ORF63","chromosome 11 open reading frame 63 (C11orf63), transcript variant 2, mRNA.","Chr11: 122.281205","6.959","N/A","N/A","N/A","-0.265","145","1.295e-03","0.383","--"
"6590","ILMN_1760490","ACVR1","activin A receptor, type I (ACVR1), mRNA.","Chr2: 158.301397","9.349","N/A","N/A","N/A","-0.265","145","1.296e-03","0.357","0.404"
"6591","ILMN_1720838","DECR1","2,4-dienoyl CoA reductase 1, mitochondrial (DECR1), nuclear gene encoding mitochondrial protein, mRNA.","Chr8: 91.133118","11.359","N/A","N/A","N/A","0.265","145","1.297e-03","0.350","0.732"
"6592","ILMN_1774281","NT5DC3","5'-nucleotidase domain containing 3 (NT5DC3), transcript variant 1, mRNA.","Chr12: 102.695658","6.930","N/A","N/A","N/A","-0.265","145","1.297e-03","--","0.054"
"6593","ILMN_1752481","COX6A2","cytochrome c oxidase subunit VIa polypeptide 2 (COX6A2), nuclear gene encoding mitochondrial protein, mRNA.","Chr16: 31.347131","6.957","N/A","N/A","N/A","-0.265","145","1.299e-03","0.423","0.131"
"6594","ILMN_1718018","PFN3","profilin 3 (PFN3), mRNA.","Chr5: 176.760007","6.903","N/A","N/A","N/A","-0.265","145","1.299e-03","0.269","-0.574"
"6595","ILMN_1715748","FLNC","filamin C, gamma (actin binding protein 280) (FLNC), mRNA.","ChrUn: 1.000000","10.113","N/A","N/A","N/A","0.265","145","1.300e-03","0.336","0.100"
"6596","ILMN_1704247","LAMA3","laminin, alpha 3 (LAMA3), transcript variant 2, mRNA.","Chr18: 19.707081","6.929","N/A","N/A","N/A","-0.265","145","1.301e-03","0.339","0.094"
"6597","ILMN_1810436","RBJ","Ras-associated protein Rap1 (RBJ), mRNA.","Chr2: 25.020199","10.626","N/A","N/A","N/A","-0.265","145","1.301e-03","0.192","-0.592"
"6598","ILMN_1771959","FAM130A2","family with sequence similarity 130, member A2 (FAM130A2), mRNA.","Chr2: 166.245263","8.153","N/A","N/A","N/A","-0.265","145","1.301e-03","0.351","--"
"6599","ILMN_1694539","MAP3K6","mitogen-activated protein kinase kinase kinase 6 (MAP3K6), mRNA.","Chr1: 27.554377","8.143","N/A","N/A","N/A","-0.265","145","1.303e-03","0.299","0.086"
"6600","ILMN_1803703","OXNAD1","oxidoreductase NAD-binding domain containing 1 (OXNAD1), mRNA.","Chr3: 16.318153","7.444","N/A","N/A","N/A","0.265","145","1.303e-03","--","0.380"
"6601","ILMN_1678061","C20ORF32","chromosome 20 open reading frame 32 (C20orf32), mRNA.","Chr20: 54.466834","6.972","N/A","N/A","N/A","-0.265","145","1.304e-03","0.341","--"
"6602","ILMN_1700449","MAGEA9","melanoma antigen family A, 9 (MAGEA9), mRNA.","ChrX: 148.671402","6.976","N/A","N/A","N/A","-0.264","145","1.306e-03","--","0.281"
"6603","ILMN_1738252","PCDHB7","protocadherin beta 7 (PCDHB7), mRNA.","Chr5: 140.535772","6.926","N/A","N/A","N/A","-0.264","145","1.306e-03","--","-0.186"
"6604","ILMN_1794147","SMCR8","Smith-Magenis syndrome chromosome region, candidate 8 (SMCR8), mRNA.","Chr17: 18.167034","6.860","N/A","N/A","N/A","-0.264","145","1.310e-03","--","0.263"
"6605","ILMN_1741389","B3GNT8","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8 (B3GNT8), mRNA.","Chr19: 46.623311","7.196","N/A","N/A","N/A","-0.264","145","1.311e-03","0.385","-0.164"
"6606","ILMN_1747763","RRM2B","ribonucleotide reductase M2 B (TP53 inducible) (RRM2B), mRNA.","Chr8: 103.286453","8.146","N/A","N/A","N/A","-0.264","145","1.312e-03","0.465","0.271"
"6607","ILMN_1654864","C1ORF58","chromosome 1 open reading frame 58 (C1orf58), mRNA.","ChrUn: 1.000000","6.879","N/A","N/A","N/A","0.264","145","1.312e-03","0.367","--"
"6608","ILMN_1735463","FLJ20433","hypothetical protein FLJ20433 (FLJ20433), mRNA.","Chr9: 139.321335","7.255","N/A","N/A","N/A","0.264","145","1.313e-03","--","--"
"6609","ILMN_1708267","CLDN15","claudin 15 (CLDN15), transcript variant 2, mRNA.","Chr7: 100.664063","6.906","N/A","N/A","N/A","0.264","145","1.315e-03","0.304","0.259"
"6610","ILMN_1652472","BRAF","v-raf murine sarcoma viral oncogene homolog B1 (BRAF), mRNA.","Chr7: 140.086150","7.056","N/A","N/A","N/A","-0.264","145","1.319e-03","0.349","0.415"
"6611","ILMN_1711491","SYNPO","synaptopodin (SYNPO), mRNA.","Chr5: 150.016863","6.985","N/A","N/A","N/A","-0.264","145","1.319e-03","--","0.205"
"6612","ILMN_1759469","KIRREL2","kin of IRRE like 2 (Drosophila) (KIRREL2), transcript variant 2, mRNA.","Chr19: 41.047451","6.946","N/A","N/A","N/A","-0.264","145","1.320e-03","0.301","-0.116"
"6613","ILMN_1670139","CXORF2","chromosome X open reading frame 2 (CXorf2), mRNA.","ChrX: 153.176579","6.873","N/A","N/A","N/A","-0.264","145","1.321e-03","--","--"
"6614","ILMN_1753388","ABCA10","ATP-binding cassette, sub-family A (ABC1), member 10 (ABCA10), mRNA.","Chr17: 64.690413","6.934","N/A","N/A","N/A","-0.264","145","1.321e-03","--","--"
"6615","ILMN_1651445","LIPT1","lipoyltransferase 1 (LIPT1), transcript variant 2, mRNA.","Chr2: 99.138386","6.961","N/A","N/A","N/A","0.264","145","1.322e-03","--","0.170"
"6616","ILMN_1764036","P2RY14","purinergic receptor P2Y, G-protein coupled, 14 (P2RY14), transcript variant 1, mRNA.","ChrUn: 1.000000","6.837","N/A","N/A","N/A","-0.264","145","1.322e-03","0.461","-0.017"
"6617","ILMN_1658040","CRABP1","cellular retinoic acid binding protein 1 (CRABP1), mRNA.","Chr15: 76.427375","9.644","N/A","N/A","N/A","-0.264","145","1.324e-03","0.389","-0.188"
"6618","ILMN_1712712","BDNF","brain-derived neurotrophic factor (BDNF), transcript variant 1, mRNA.","Chr11: 27.637136","6.908","N/A","N/A","N/A","-0.264","145","1.325e-03","0.438","0.168"
"6619","ILMN_1765613","OR52L1","olfactory receptor, family 52, subfamily L, member 1 (OR52L1), mRNA.","Chr11: 5.963968","6.915","N/A","N/A","N/A","-0.264","145","1.326e-03","--","--"
"6620","ILMN_1748840","CALB2","calbindin 2, 29kDa (calretinin) (CALB2), transcript variant CALB2, mRNA.","Chr16: 69.981678","15.737","N/A","N/A","N/A","-0.264","145","1.327e-03","0.398","-0.191"
"6621","ILMN_1692461","SCYL1","SCY1-like 1 (S. cerevisiae) (SCYL1), transcript variant B, mRNA.","ChrUn: 1.000000","8.154","N/A","N/A","N/A","-0.264","145","1.328e-03","--","0.417"
"6622","ILMN_1749998","PTPN7","protein tyrosine phosphatase, non-receptor type 7 (PTPN7), transcript variant 2, mRNA.","Chr1: 200.395275","6.979","N/A","N/A","N/A","-0.264","145","1.329e-03","0.315","0.001"
"6623","ILMN_1762670","C20ORF70","chromosome 20 open reading frame 70 (C20orf70), mRNA.","Chr20: 31.232058","6.859","N/A","N/A","N/A","-0.264","145","1.329e-03","0.425","--"
"6624","ILMN_1757497","VGF","VGF nerve growth factor inducible (VGF), mRNA.","Chr7: 100.592625","11.214","N/A","N/A","N/A","-0.264","145","1.329e-03","--","-0.177"
"6625","ILMN_1688404","ZMYM4","zinc finger, MYM-type 4 (ZMYM4), mRNA.","Chr1: 35.659816","8.705","N/A","N/A","N/A","-0.264","145","1.330e-03","--","-0.404"
"6626","ILMN_1710379","EIF4EBP3","eukaryotic translation initiation factor 4E binding protein 3 (EIF4EBP3), mRNA.","Chr5: 139.907473","7.346","N/A","N/A","N/A","0.264","145","1.330e-03","0.152","0.373"
"6627","ILMN_1668932","LOC155100","similar to T-complex protein 1 (LOC155100), mRNA.","Chr7: 151.774683","6.872","N/A","N/A","N/A","-0.264","145","1.330e-03","--","--"
"6628","ILMN_1718405","RAPH1","Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 (RAPH1), transcript variant 2, mRNA.","Chr2: 204.017723","7.061","N/A","N/A","N/A","-0.264","145","1.330e-03","0.226","--"
"6629","ILMN_1683432","FLJ43582","FLJ43582 protein (FLJ43582), mRNA.","Chr8: 38.488030","6.949","N/A","N/A","N/A","-0.264","145","1.330e-03","--","--"
"6630","ILMN_1685798","MAGEA2B","melanoma antigen family A, 2B (MAGEA2B), mRNA.","ChrX: 151.670446","6.862","N/A","N/A","N/A","-0.264","145","1.331e-03","--","--"
"6631","ILMN_1746302","FBXO11","F-box protein 11 (FBXO11), transcript variant 3, mRNA.","Chr2: 1.000000","7.013","N/A","N/A","N/A","-0.264","145","1.332e-03","0.430","-0.275"
"6632","ILMN_1653103","C20ORF152","chromosome 20 open reading frame 152 (C20orf152), mRNA.","Chr20: 34.081896","6.903","N/A","N/A","N/A","-0.264","145","1.333e-03","--","--"
"6633","ILMN_1720616","CBFA2T3","core-binding factor, runt domain, alpha subunit 2; translocated to, 3 (CBFA2T3), transcript variant 2, mRNA.","Chr16: 87.534980","6.953","N/A","N/A","N/A","-0.264","145","1.333e-03","0.329","0.011"
"6634","ILMN_1801333","RNF32","ring finger protein 32 (RNF32), mRNA.","Chr7: 156.162042","6.967","N/A","N/A","N/A","0.264","145","1.333e-03","--","-0.590"
"6635","ILMN_1760247","CD70","CD70 molecule (CD70), mRNA.","ChrUn: 1.000000","6.964","N/A","N/A","N/A","-0.264","145","1.333e-03","0.321","-0.222"
"6636","ILMN_1758829","JPH4","junctophilin 4 (JPH4), mRNA.","Chr14: 23.107293","8.346","N/A","N/A","N/A","-0.264","145","1.334e-03","0.329","-0.321"
"6637","ILMN_1700563","ZNF552","zinc finger protein 552 (ZNF552), mRNA.","ChrUn: 1.000000","6.870","N/A","N/A","N/A","-0.264","145","1.334e-03","--","--"
"6638","ILMN_1752753","DGKZ","diacylglycerol kinase, zeta 104kDa (DGKZ), transcript variant 1, mRNA.","Chr11: 46.311327","6.937","N/A","N/A","N/A","-0.264","145","1.336e-03","0.436","0.071"
"6639","ILMN_1665416","CFL2","cofilin 2 (muscle) (CFL2), transcript variant 1, mRNA.","Chr14: 34.252706","6.937","N/A","N/A","N/A","0.264","145","1.337e-03","0.422","0.006"
"6640","ILMN_1769911","SLC38A1","solute carrier family 38, member 1 (SLC38A1), transcript variant 2, mRNA.","ChrUn: 1.000000","11.496","N/A","N/A","N/A","-0.264","145","1.339e-03","--","0.052"
"6641","ILMN_1774605","VDAC1","voltage-dependent anion channel 1 (VDAC1), mRNA.","Chr5: 133.335815","12.123","N/A","N/A","N/A","-0.264","145","1.341e-03","--","0.479"
"6642","ILMN_1753928","TRIM23","tripartite motif-containing 23 (TRIM23), transcript variant gamma, mRNA.","Chr5: 64.921861","6.970","N/A","N/A","N/A","-0.264","145","1.342e-03","--","-0.283"
"6643","ILMN_1670093","HIST2H2BF","histone cluster 2, H2bf (HIST2H2BF), mRNA.","Chr1: 148.049908","6.843","N/A","N/A","N/A","0.264","145","1.344e-03","0.319","--"
"6644","ILMN_1723168","BRPF1","bromodomain and PHD finger containing, 1 (BRPF1), transcript variant 1, mRNA.","Chr3: 9.764291","6.975","N/A","N/A","N/A","-0.264","145","1.344e-03","0.354","-0.304"
"6645","ILMN_1726856","FLJ35429","hypothetical protein FLJ35429 (FLJ35429), mRNA.","Chr6: 29.811950","7.083","N/A","N/A","N/A","-0.264","145","1.345e-03","--","--"
"6646","ILMN_1785285","ABHD13","abhydrolase domain containing 13 (ABHD13), mRNA.","Chr13: 107.682784","6.984","N/A","N/A","N/A","-0.264","145","1.345e-03","--","0.171"
"6647","ILMN_1720898","C10ORF62","chromosome 10 open reading frame 62 (C10orf62), mRNA.","Chr10: 99.340555","6.988","N/A","N/A","N/A","-0.264","145","1.348e-03","--","--"
"6648","ILMN_1756542","TBC1D17","TBC1 domain family, member 17 (TBC1D17), mRNA.","Chr19: 55.083301","7.938","N/A","N/A","N/A","0.264","145","1.348e-03","--","0.461"
"6649","ILMN_1794753","ZNF771","zinc finger protein 771 (ZNF771), mRNA.","Chr16: 30.337662","7.028","N/A","N/A","N/A","-0.264","145","1.349e-03","--","--"
"6650","ILMN_1670668","PIB5PA","phosphatidylinositol (4,5) bisphosphate 5-phosphatase, A (PIB5PA), transcript variant 1, mRNA.","Chr22: 29.851913","6.958","N/A","N/A","N/A","-0.264","145","1.349e-03","0.149","-0.009"
"6651","ILMN_1768268","PKIB","protein kinase (cAMP-dependent, catalytic) inhibitor beta (PKIB), transcript variant 1, mRNA.","Chr6: 123.080714","8.756","N/A","N/A","N/A","-0.264","145","1.349e-03","0.390","-0.379"
"6652","ILMN_1745949","CEACAM21","carcinoembryonic antigen-related cell adhesion molecule 21 (CEACAM21), mRNA.","Chr19: 46.784856","7.052","N/A","N/A","N/A","-0.264","145","1.350e-03","--","--"
"6653","ILMN_1678007","MGC88374","similar to CG32662-PA (MGC88374), mRNA.","Chr14: 66.029316","6.887","N/A","N/A","N/A","-0.264","145","1.351e-03","--","--"
"6654","ILMN_1704145","FLJ16323","FLJ16323 protein (FLJ16323), mRNA.","Chr9: 26.108103","6.919","N/A","N/A","N/A","-0.264","145","1.352e-03","--","--"
"6655","ILMN_1778611","GBAS","glioblastoma amplified sequence (GBAS), mRNA.","Chr7: 56.035072","8.907","N/A","N/A","N/A","-0.264","145","1.352e-03","0.173","0.142"
"6656","ILMN_1783643","OR8K1","olfactory receptor, family 8, subfamily K, member 1 (OR8K1), mRNA.","Chr11: 55.870792","6.909","N/A","N/A","N/A","-0.264","145","1.353e-03","--","--"
"6657","ILMN_1670101","CLEC2D","C-type lectin domain family 2, member D (CLEC2D), transcript variant 2, mRNA.","ChrUn: 1.000000","6.859","N/A","N/A","N/A","-0.264","145","1.354e-03","--","0.433"
"6658","ILMN_1783287","S100A14","S100 calcium binding protein A14 (S100A14), mRNA.","Chr1: 151.853674","6.985","N/A","N/A","N/A","-0.264","145","1.355e-03","--","-0.138"
"6659","ILMN_1769403","DNAJC5B","DnaJ (Hsp40) homolog, subfamily C, member 5 beta (DNAJC5B), mRNA.","Chr8: 67.174860","6.912","N/A","N/A","N/A","-0.264","145","1.356e-03","0.283","-0.568"
"6660","ILMN_1756104","LARP7","La ribonucleoprotein domain family, member 7 (LARP7), transcript variant 1, mRNA.","ChrUn: 1.000000","7.796","N/A","N/A","N/A","0.264","145","1.357e-03","0.352","-0.514"
"6661","ILMN_1811697","PLSCR2","phospholipid scramblase 2 (PLSCR2), mRNA.","Chr3: 147.633879","6.878","N/A","N/A","N/A","-0.264","145","1.357e-03","0.334","0.518"
"6662","ILMN_1740418","CYP27B1","cytochrome P450, family 27, subfamily B, polypeptide 1 (CYP27B1), nuclear gene encoding mitochondrial protein, mRNA.","Chr12: 56.442565","6.871","N/A","N/A","N/A","-0.264","145","1.358e-03","0.400","0.378"
"6663","ILMN_1699901","C21ORF29","chromosome 21 open reading frame 29 (C21orf29), mRNA.","Chr21: 44.742486","6.963","N/A","N/A","N/A","-0.264","145","1.359e-03","--","--"
"6664","ILMN_1685062","REG3G","regenerating islet-derived 3 gamma (REG3G), transcript variant 2, mRNA.","Chr2: 79.108997","6.942","N/A","N/A","N/A","-0.264","145","1.361e-03","0.312","0.016"
"6665","ILMN_1666306","LOC402055","similar to SRR1-like protein (LOC402055), mRNA.","Chr22: 25.217651","7.552","N/A","N/A","N/A","-0.264","145","1.361e-03","--","--"
"6666","ILMN_1720137","SSBP4","single stranded DNA binding protein 4 (SSBP4), transcript variant 1, mRNA.","Chr19: 18.404807","7.075","N/A","N/A","N/A","-0.264","145","1.362e-03","--","-0.235"
"6667","ILMN_1751773","POLD3","polymerase (DNA-directed), delta 3, accessory subunit (POLD3), mRNA.","Chr11: 74.030679","7.191","N/A","N/A","N/A","0.263","145","1.365e-03","0.274","-0.413"
"6668","ILMN_1792757","DPP8","dipeptidylpeptidase 8 (DPP8), transcript variant 3, mRNA.","Chr15: 63.596622","6.936","N/A","N/A","N/A","-0.263","145","1.365e-03","0.371","-0.155"
"6669","ILMN_1689955","C19ORF40","chromosome 19 open reading frame 40 (C19orf40), mRNA.","Chr19: 38.159368","7.035","N/A","N/A","N/A","-0.263","145","1.365e-03","--","-0.345"
"6670","ILMN_1801348","GOT2","glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2) (GOT2), nuclear gene encoding mitochondrial protein, mRNA.","Chr16: 57.298741","13.751","N/A","N/A","N/A","-0.263","145","1.365e-03","0.481","0.590"
"6671","ILMN_1701852","ZNF44","zinc finger protein 44 (ZNF44), mRNA.","Chr19: 12.219434","6.826","N/A","N/A","N/A","-0.263","145","1.366e-03","--","--"
"6672","ILMN_1680987","HAND1","heart and neural crest derivatives expressed 1 (HAND1), mRNA.","Chr5: 153.834823","6.855","N/A","N/A","N/A","-0.263","145","1.368e-03","0.359","0.325"
"6673","ILMN_1712035","TMEM115","transmembrane protein 115 (TMEM115), mRNA.","Chr3: 50.367196","9.262","N/A","N/A","N/A","-0.263","145","1.369e-03","--","0.054"
"6674","ILMN_1728746","GAB2","GRB2-associated binding protein 2 (GAB2), transcript variant 2, mRNA.","Chr11: 77.730517","6.917","N/A","N/A","N/A","-0.263","145","1.369e-03","0.320","-0.035"
"6675","ILMN_1749634","PLRG1","pleiotropic regulator 1 (PRL1 homolog, Arabidopsis) (PLRG1), mRNA.","Chr4: 155.678037","9.603","N/A","N/A","N/A","0.263","145","1.370e-03","--","-0.266"
"6676","ILMN_1753092","RANBP17","RAN binding protein 17 (RANBP17), mRNA.","Chr5: 170.659190","6.867","N/A","N/A","N/A","-0.263","145","1.371e-03","0.263","-0.514"
"6677","ILMN_1756238","C6ORF128","chromosome 6 open reading frame 128 (C6orf128), mRNA.","Chr6: 37.288063","6.915","N/A","N/A","N/A","-0.263","145","1.372e-03","--","--"
"6678","ILMN_1701918","KARCA1","kelch/ankyrin repeat containing cyclin A1 interacting protein (KARCA1), transcript variant 3, mRNA.","Chr1: 159.336208","9.261","N/A","N/A","N/A","-0.263","145","1.373e-03","--","--"
"6679","ILMN_1693560","HMGA1","high mobility group AT-hook 1 (HMGA1), transcript variant 4, mRNA.","Chr6: 34.321721","6.967","N/A","N/A","N/A","-0.263","145","1.374e-03","0.420","-0.268"
"6680","ILMN_1654629","TMEM175","transmembrane protein 175 (TMEM175), mRNA.","Chr4: 0.942356","10.506","N/A","N/A","N/A","0.263","145","1.374e-03","--","-0.355"
"6681","ILMN_1774685","IL24","interleukin 24 (IL24), transcript variant 1, mRNA.","Chr1: 205.143731","6.842","N/A","N/A","N/A","-0.263","145","1.374e-03","0.361","-0.003"
